uri:/instrument/1.0/IART/chartdata;type=quote;range=1d/csv
ticker:iart
Company-Name:Integra LifeSciences Holdings C
Exchange-Name:NMS
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:64.9400
Timestamp:1431523800,1431547200
labels:1431525600,1431529200,1431532800,1431536400,1431540000,1431543600,1431547200
values:Timestamp,close,high,low,open,volume
close:64.8200,65.4400
high:64.8200,65.4400
low:64.8100,65.4400
open:64.8100,65.4400
volume:0,13400
1431524329,65.4400,65.4400,65.4400,65.4400,1500
1431524373,65.4100,65.4100,65.2000,65.2000,300
1431524448,65.0900,65.3400,65.0900,65.2500,800
1431524485,65.2150,65.2150,65.2150,65.2150,100
1431524816,65.0700,65.1450,65.0200,65.1450,900
1431524820,65.0300,65.0300,65.0300,65.0300,300
1431524915,64.9000,64.9000,64.9000,64.9000,200
1431524964,64.9500,64.9500,64.9000,64.9000,400
1431525129,65.1250,65.1250,64.9800,64.9900,1800
1431525232,65.1700,65.2600,65.1700,65.1700,600
1431525300,65.1650,65.1650,65.1650,65.1650,100
1431525409,65.0800,65.0800,65.0800,65.0800,500
1431525606,64.9800,64.9800,64.9800,64.9800,200
1431525681,64.8200,64.8200,64.8200,64.8200,400
1431525891,65.0600,65.0700,65.0600,65.0700,600
1431526272,65.1000,65.1000,64.9800,64.9800,200
1431526424,65.1500,65.1500,65.1000,65.1000,700
1431526482,65.0500,65.0500,65.0500,65.0500,100
1431526532,65.0100,65.1600,65.0100,65.0700,500
1431526637,64.9900,64.9900,64.9900,64.9900,100
1431526694,64.9900,64.9900,64.9800,64.9900,1000
1431526797,64.8200,64.8700,64.8200,64.8700,200
1431526814,64.9700,64.9700,64.9700,64.9700,100
1431526957,64.9700,64.9700,64.9600,64.9600,300
1431526995,64.9700,64.9700,64.9600,64.9600,200
1431527082,64.9400,64.9400,64.8100,64.8100,300
1431527188,65.0700,65.0700,64.9800,64.9800,600
1431527321,65.0500,65.0900,65.0500,65.0800,600
1431527440,65.0900,65.0900,65.0900,65.0900,200
1431527494,64.9500,64.9500,64.9500,64.9500,100
1431527629,65.1500,65.1500,65.1500,65.1500,100
1431527673,65.1400,65.1600,65.1400,65.1600,200
1431527753,64.9500,65.1500,64.9500,65.1500,2200
1431527761,65.0050,65.0050,65.0050,65.0050,100
1431527864,64.9350,64.9400,64.8600,64.9100,1200
1431528010,64.8700,64.8800,64.8700,64.8800,200
1431528101,65.0100,65.0600,64.8700,64.9300,1700
